,poet,poem,dynasty,setiments,title,arousal
3353,陆游,锄犂满野及冬耕|时听儿童叱犊声|逐客固宜安散地|闲民何幸乐升平,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",初冬,
3354,杨万里,密有花红绿刺长|似来作伴石榴芳|金樱身子玫瑰脸|更吃饧枝蜜果香,宋,"{'holistic': '5', 'line1': '3', 'line2': '3', 'line3': '5', 'line4': '5'}",初夏即事十二解,
3355,陆游,老来百事不关身|北陌东阡一幅巾|忽梦行军太行路|不惟无想亦无因,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '2'}",记梦二首,
3356,方回,怅惜年光怨子规|王孙见事一何迟|等閒春过三分二|凭仗桐花报与知,宋,"{'holistic': '2', 'line1': '1', 'line2': '3', 'line3': '3', 'line4': '2'}",桐花,
3357,朱升,纷纷世俗爱言好|好命如今见者稀|言好暂欢终受訾|晓窻不是欠圆机,明,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '3'}",赠星士汪晓窻,
3358,范仲淹,萧洒桐庐郡|春山半是茶|新雷还好事|惊起雨前芽,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}",萧洒桐庐郡十绝,
3359,文天祥,隔河见胡骑|朝进东门营|皇皇使臣体|词气浩纵横,宋,"{'holistic': '5', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '5'}",出使第五十六,
3360,夏竦,银箭初传暖律延|微和渐扇物华姸|彩幡红镂宜春字|永奉宸慈亿万年,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '5'}",内阁春帖子,
3361,元好问,瀚海风烟扫易空|玉关归路几时东|塞垣可是秋寒早|一夜清霜入镜中,元,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",征人怨,
3362,李涉,大堤花里锦江前|诗酒同游四十年|不料中秋最明夜|洞庭湖上见当天,唐,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '4'}",中秋夜君山台望月,
3363,贺铸,别酒厌厌一据鞍|远林微径雪迷漫|伤心不似来时路|柳摆东风絮作团,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '3'}",离冠氏道中,
3364,郑元祐,桂树连蜷山石幽|萧然冠屦白云秋|只愁畏垒无尸祝|不愧长年为尔留,元,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '3'}",题画六首,
3365,王易,聋虫待教愚堪哂|漫画奔忙智亦忧|读尽世间书万巻|争如两字识无求,近现代,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",偶得三绝句,
3366,屈大均,青青竹笋苦心同|采满花篮损玉葱|莫学潇湘古时女|泪痕长在箨兮中,明,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '1'}",樵妇词,
3367,李涉,天网初开释楚囚|残骸已废自知休|荷蓑不是人间事|归去沧江有钓舟,唐,"{'holistic': '1', 'line1': '2', 'line2': '1', 'line3': '2', 'line4': '3'}",硖石遇赦,
3368,刘禹锡,新妆面面下朱楼|深锁春光一院愁|行到中庭数花朵|蜻蜓飞上玉搔头,唐,"{'holistic': '3', 'line1': '4', 'line2': '2', 'line3': '3', 'line4': '3'}",和乐天春词,
3369,苏轼,霏霏雨露作清妍|烁烁明灯照欲然|明日春阴花未老|故应未忍著酥煎,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '3'}",雨中明庆赏牡丹,
3370,陆游,戒杀家庖罢馈鱼|病脾亦复禁寒蔬|莫惭邻里嘲枯淡|出甑香粳玉不如,宋,"{'holistic': '4', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '4'}",岁晚六首,
3371,杨万里,寒久花迟也大奇|雨膏饱足土膏肥|牡丹芍药君须记|管取花房二尺围,宋,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '3', 'line4': '3'}",己未春日山居杂兴十二解,
3372,释绍昙,身同枯木倚寒岩|铄尽玄微没许般|只么守些呆怛怛|从教壁倒与篱坍,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",兀庵,
3373,陈造,竹叶舟前客念家|慈云瓮里事如麻|而今不笑檀槐战|笑汝研桑了岁华,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}",书南柯太守曲后二首,
3374,白玉蟾,风吹五花辇|露缀九光舆|夜半红尘起|琴高失鲤鱼,宋,"{'holistic': '2', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '2'}",感咏十解寄呈杨安抚,
3375,范成大,弟兄相贼斁天伦|自古无如舜苦辛|掩井捐阶危万死|不闻亲杀鼻亭神,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '2'}",读唐太宗纪,
3376,范成大,素馨间末利|木犀和玉簪|医来都屏去|头眩怕香侵,宋,"{'holistic': '2', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '2'}",四花,
3377,范成大,十分佳景媚冬残|好事天心不复悭|已遣梅花斜竹外|更飘瑞叶向人间,宋,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '4', 'line4': '5'}",起岩又送立春日再得雪诗亦次韵,
3378,高启,看花无计作闲身|尘土余杭暗度春|不见花开莫惆怅|花飞还得免愁人,明,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",不见花,
3379,吴芾,一雨欢声已沸传|更观佳句倍欣然|一时果遂为霖望|会见重书大有年,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '4', 'line4': '4'}",和任路分喜雨,
3380,白玉蟾,千崖爽气已平分|万里青天辗玉轮|好向钱塘江上望|相逢都是广寒人,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '5'}",中秋月,
3381,王冕,翠华影转宜春苑|苑里红梅一夜开|学士赋诗承赐宴|内官传道首绯来,明,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '5', 'line4': '4'}",红梅十九首,
3382,陆游,看花南陌复东阡|晓露初乾日正妍|走马碧鸡坊里去|市人唤作海棠颠,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '3'}",花时遍逰诸家园十首,
3383,杨万里,爱日曛人欲睡昏|自匀嫩火炷炉薰|蜘蛛已去惟存网|犹罥窗间一只蚊,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",昼倦,
3384,徐积,人生少娱乐|閒日亦有数|药草正肥时|好望云山去,宋,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '4', 'line4': '4'}",和张文潜晚春,
3385,白居易,去国辞家谪异方|中心自怪少忧伤|为寻庄子知归处|认得无何是本乡,唐,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '3'}",读庄子,
3386,杨万里,床根吟夜句冥搜|莎底啼寒泣怨秋|人世如何无苦乐|一般蟋蟀两般愁,宋,"{'holistic': '2', 'line1': '3', 'line2': '1', 'line3': '2', 'line4': '2'}",蛩声三首,
3387,赵葵,人乐清明三月天|也随人赏万花园|偷闲把酒簪花去|不似儿童笑语喧,宋,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '4', 'line4': '4'}",赏花,
3388,方岳,沙暖鸳鸯傍柳眠|春来亦懒避湖船|佳人窈窕惜颜色|自照晴波整翠钿,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",湖上八首,
3389,屈大均,朝采宜男花|暮采多南子|花开郎所欢|子结侬所喜,明,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '5'}",定情曲,
3390,王炎,初春欲暖未全暖|小雨妨晴还得晴|多谢东风旧相识|少年乐事已寒盟,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '2'}",新晴二绝,
3391,王仲修,良家选入侍仙都|性慧从来爱读书|记得茂陵封禅事|满宫呼作女相如,宋,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '4', 'line4': '5'}",宫词,
3392,晏殊,华灯明灭羽衣攒|翠柳萧森矮桧寒|千步回廊绕金殿|水苍瑶佩响珊珊,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",立春祀太乙,
3393,伍瑞隆,窈窕银塘花树深|新开绣阁倚层阴|美人笑指东窗下|叶落花开夜夜心,明,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '3'}",古艳词,
3394,夏完淳,逢花却忆故园梅|雪掩寒山径不开|明月愁心两相似|一枝素影待人来,明,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '2'}",寄迹武塘赋之,
3395,范仲淹,千年风采逢明主|一寸襟灵慕昔贤|待看朝廷兴礼让|天衢何敢斗先鞭,宋,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '4', 'line4': '4'}",依韵答胡侍郎见寄,
3396,苏轼,使君九万击鹏鲲|肯为阳关一断魂|不用宽心九千里|安西都护国西门,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",再送二首,
3397,张耒,日暇凝云去复还|晚风不动自清寒|可怜庭雪无人扫|斜占墙阴独未残,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",有感二绝,
3398,金朋说,夜合花开放晓晴|凉飙新爽小池亭|幽人雅称林泉兴|弄月吟风乐更清,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '5'}",秋日书怀,
3399,郁曼陀,绝业名山幸早成|空闻豪语出先生|及身未见乾嘉盛|偏著春秋说太平,近现代,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",书龚定庵自珍诗集后（四首）,
3400,郑谷,细雨湿萋萋|人稀江日西|春愁肠已断|不在子规啼,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '2'}",嘉陵,
3401,苏轼,红窗小泣低声怨|永夕春寒斗帐空|中酒落花飞絮乱|晓莺啼破梦匆匆,宋,"{'holistic': '2', 'line1': '1', 'line2': '2', 'line3': '3', 'line4': '2'}",和人回文五首,
3402,陈献章,十年美誉酒家闻|屋里茅柴且赏真|偶对泥樽开口笑|先生不是醉乡人,明,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '4'}",谢生得京酝以为美使致白沙开幕视之空樽而已乃因发一笑,
3403,唐桂芳,老子婆娑笑脸开|扫除黄叶坐莓苔|美人醉后擘江蟹|香雾濛濛扑手来,明,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '4'}",程国宝有诞孙之庆留饮欢洽醉中谩成一絶以谢,
3404,韦应物,蹑石欹危过急涧|攀崖迢递弄悬泉|犹将虎竹为身累|欲付归人绝世缘,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",寻简寂观瀑布,
3405,杨万里,刘郎写照妙通神|三老图成又一新|只道老韩同传好|被人指点也愁人,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '2'}",题三老图二首,
3406,陆游,晚交数子多才杰|谁肯频来寂寞乡|但寄好诗三四幅|绝胜共笑亿千场,宋,"{'holistic': '4', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '4'}",出游归卧得杂诗八首,
3407,曾巩,花开日日去看花|迟日犹嫌影易斜|莫问会稽山外事|但将歌管醉流霞,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}",会稽绝句三首,
3408,苏轼,折得芳蕤两眼花|题诗相报字倾斜|箧中尚有丝纶句|坐觉天光照海涯,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",次韵钱穆父紫薇花二首,
3409,白玉蟾,夜楼一穗玉炉烟|飞入三天最上天|朝罢满空风露晚|世人应是更贪眠,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",朝斗,
3410,张耒,钟鼓声稀下直迟|秋晖初转万年枝|寒厅尽日谁相对|惭愧屏风两鹭鸶,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",题史院直舍鱼鹭屏,
3411,张萱,迢迢银汉渡云鬟|秋冷龙梭喜暂閒|旧好孔嘉惟此夕|谁能送巧到人间,明,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '4'}",七夕词,
3412,许应龙,椒殿霞觞举|金花拆胜鲜|年年庆佳节|眉寿祝绵延,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '5'}",皇后閤春帖子,
3413,杜甫,幕下郎官安稳无|从来不奉一行书|固知贫病人须弃|能使韦郎迹也疏,唐,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",投简梓州幕府兼简韦十郎官,
3414,林用中,石廪峰高直插天|芳名耿耿旧流传|好推佳惠敷寰宇|始信人间大有年,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '4', 'line4': '3'}",石廪峰次敬夫韵,
3415,元稹,休遣玲珑唱我诗|我诗多是别君词|明朝又向江头别|月落潮平是去时,唐,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",重赠,
3416,程敏政,书斋晴日乍挥毫|天与佳儿一字褒|吉兆已开休忘取|家风须并士风髙,明,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '5', 'line4': '4'}",书仁里族侄佐时家庆巻后八絶,
3417,陈师道,以人为食杀为戏|自昔无闻尔所先|信有亡身一言尽|独能遗臭万人传,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '1'}",碓磨寨,
3418,宋祁,溪上和风吹薄云|溪边花木亦欣欣|州人未散烦携酒|行乐先须让使君,宋,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '5'}",春日溪上,
3419,高启,水绕荒城柳半枯|锦帆去后故宫芜|穷奢毕竟输渔父|长保秋风一幅蒲,明,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",锦帆泾,
3420,刘克庄,七诫尤纯备|三从总吉祥|良人今绮季|美子古黄香,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}",挽程孺人,
3421,白居易,莫羡蓬莱鸾鹤侣|道成羽翼自生身|君看名在丹台者|尽是人间修道人,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",酬赵秀才赠新登科诸先辈,
3422,湛若水,节夫致三寿|一寿三千年|我寿无穷极|与天同后先,明,"{'holistic': '5', 'line1': '3', 'line2': '5', 'line3': '5', 'line4': '5'}",休寜汪节夫尚和以三帕来寿云致三祝之意答之,
3423,张元干,林端结阁小跻攀|四面岚光绕曲栏|佛法本来南北异|个中北望见南山,宋,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '3'}",寄题悠然阁三绝句,
3424,宋祁,露花裛裛开还徧|风絮飞飞去不休|春解无情春亦老|欲将寥落与谁愁,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '1'}",晚春,
3425,刘克庄,屋山无笋圃无蔬|釜冷樽空客至疎|说与厨人稀作粥|老夫留腹要盛书,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",春旱四首,
3426,艾性夫,利门名路两何凭|百岁风前短焰灯|只恐为僧僧不了|为僧心了总输僧,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",赠僧,
3427,文同,四代司空倚世劳|可嗟不肖事奸豪|妄云名字与谶合|直欲起应当涂高,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",袁术,
3428,屈大均,诗歌岂敢作人师|私淑如君乃不疑|风雅只今谁丽则|不才多祖楚骚辞,明,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}",西蜀费锡璜数枉书来自称私淑弟子赋以答之,
3429,叶清臣,绀宇初成国已清|千灵慈护属仁明|山僧了得真空观|好续炉薰傲太平,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",国清寺,
3430,杨万里,峡中尽日没人烟|船泊鸦矶也有村|已被子规酸骨死|今宵第一莫啼猿,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",夜泊鸦矶,
3431,朱熹,敬为生朝举一觞|短歌歌罢意偏长|愿言寿考宜孙子|绿鬓朱颜乐未央,宋,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '5'}",寿母生朝,
3432,王安石,戴盆难与望天兼|自怪虚名亦自嫌|槁壤太牢俱有味|可能蚯蚓独清廉,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",舒州被召试不赴偶书,
3433,梅尧臣,新松烟翠入衣巾|雨后冈原不起尘|霜露悲怀今正切|曾非结客去寻春,宋,"{'holistic': '2', 'line1': '4', 'line2': '3', 'line3': '2', 'line4': '2'}",依韵和孙浦二都官展墓由大明精舍而归,
3434,范成大,窈窕新堂好|委蛇夜直还|遥知欹帽发|正奈捲帘山,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '3'}",次韵赵德庄吏部休沐,
3435,沈守正,海棠红不数臙脂|微雨低垂艳艳丝|却似女儿含泪眼|凭栏怨蝶骂莺时,明,"{'holistic': '2', 'line1': '4', 'line2': '4', 'line3': '2', 'line4': '1'}",雨中海棠,
3436,杨万里,春寒偏勒牡丹迟|晚似常年半月期|上巳清明同一日|那时恰好放花枝,宋,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '4'}",己未春日山居杂兴十二解,
3437,陈恭尹,渚西佳丽旧层层|彩薄朱栏画未能|却好夜来徵檄过|黄茅初见一家灯,明,"{'holistic': '4', 'line1': '3', 'line2': '2', 'line3': '4', 'line4': '4'}",增城村居即事五首,
3438,无名氏,京洛先生三尺坟|阴风惨惨土和云|从来有感君皆哭|今日无君谁哭君,唐,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",唐衢墓,
3439,白居易,百年愁里过|万感醉中来|惆怅城西别|愁眉两不开,唐,"{'holistic': '1', 'line1': '1', 'line2': '2', 'line3': '2', 'line4': '1'}",别韦苏州,
3440,龚自珍,少年哀艳杂雄奇|暮气颓唐不自知|哭过支硎山下路|重钞梅冶一奁诗,淸,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '2'}",己亥杂诗,
3441,白玉蟾,风卷青天落大江|江风江水自舂撞|万千人看中秋月|十二楼开八面窗,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '3'}",中秋,
3442,张孝祥,火云飞电远连天|太息斋厨几不膻|定自随车有甘雨|为言星使早加鞭,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '3'}",寿老迓使者以斋素不置饯,
3443,夏竦,五色彩丝颁禁殿|千龄嘉庆集藩房|玉堂弦诵依真馆|日日灵心降美祥,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '5'}",郡王阁端午帖子,
3444,杨万里,迟日何缘似个长|睡乡未苦怯茶枪|春风解恼诗人鼻|非叶非花只是香,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '3'}",三月三日雨作遣闷十绝句,
3445,高启,苏小坟前柳似烟|秋千人静夕阳天|独骑款段寻诗去|懒逐看花众少年,明,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",次张仲和春日漫兴,
3446,文天祥,天寒霜雪繁|萧萧北风劲|高鸟黄云暮|斗上捩孤影,宋,"{'holistic': '2', 'line1': '2', 'line2': '1', 'line3': '2', 'line4': '2'}",第一百八十,
3447,晁补之,恐是凝酥染得黄|月中清露滴来香|定知何逊牵诗兴|借与穿帘一点光,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",谢王立之送蜡梅五首,
3448,陈起,今岁呈祥殊胜昔|六花端为寿筵开|小诗聊寓千秋意|不得相陪法喜来,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",赵济民生日,
3449,施蛰存,病室凄清客梦孤|几曾问疾见文殊|若非天女殷勤意|谁为维摩夜点酥,近现代,"{'holistic': '1', 'line1': '1', 'line2': '1', 'line3': '2', 'line4': '2'}",长沙漫兴八首,
3450,杨万里,个个诗家各筑坛|一家横割一江山|祇知轻薄唐将晚|更解攀翻晋以还,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",和段季承左藏惠四绝句,
3451,张耒,雄吞六国弱秦强|壮士逡巡野水傍|耕叟不知鸿鹄志|笑观宫室忤陈王,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",过蕲泽,
3452,黄庭坚,垂空青幕六|一一排风开|石友常思我|预知子能来,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",荆州即事药名诗八首,
3453,刘禹锡,昔别矜年少|今悲丧国华|远来同社燕|不见早梅花,唐,"{'holistic': '1', 'line1': '3', 'line2': '1', 'line3': '2', 'line4': '2'}",伤独孤舍人（并引）,
3454,陆游,兰亭步口水如天|茶市纷纷趁雨前|乌笠游僧云际去|白衣醉叟道傍眠,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",兰亭道上四首,
3455,元稹,闻道秋来怯夜寒|不辞泥水为杯盘|殷勤惧醉有深意|愁到醒时灯火阑,唐,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '1'}",惧醉（答卢子蒙）,
3456,周芬斗,秀色罗山列画屏|男生聪慧女娉婷|三苞竹韵琴堂化|管领薰风动舜廷,淸,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '5'}",留题诸罗十一番社,
3457,刘克庄,紫袍临蜀殿|黄屋建梁台|异世为鹃去|前身作蚓来,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",梁武脩忏图,
3458,唐彦谦,尘土无因狎隐沦|青山一望每伤神|可能前岭空乔木|应有怀才抱器人,唐,"{'holistic': '2', 'line1': '2', 'line2': '1', 'line3': '3', 'line4': '2'}",楼上偶题,
3459,刘克庄,观寺临湖上|亭台出柳间|都忘来五岭|将谓在孤山,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",药洲四首,
3460,刘克庄,画取维州如槁叶|策禽潞将似婴儿|九原精爽人犹畏|想见中书秉笔时,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '3'}",李文饶一首,
3461,白玉蟾,孤村古馆雨凄凄|客里愁闻乌夜啼|枕冷衾寒才闭目|春风吹转梦魂迷,宋,"{'holistic': '1', 'line1': '1', 'line2': '1', 'line3': '2', 'line4': '2'}",伤春词寄紫元,
3462,朱晞颜,良机间不作|成事毎相因|善处囊中颖|知非碌碌人,元,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",送俞君实十首以长因送人处忆得别家时为韵,
3463,陆游,风横云低雨脚斜|一枝柔橹暮咿哑|昏昏醉卧知何处|推起船篷忽到家,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}",初冬杂题六首,
3464,白居易,我梳白发添新恨|君埽青蛾减旧容|应被傍人怪惆怅|少年离别老相逢,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",逢旧,
3465,韦庄,杖策无言独倚关|如痴如醉又如闲|孤吟尽日何人会|依约前山似故山,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '2'}",倚柴关,
3466,刘克庄,十年前已卜菟裘|老恋君轩不自由|衰飒秃翁垂八十|四更烛下作蝇头,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",壬戌首春十九日锁宿玉堂四绝,
3467,范成大,古来游客谩西东|领会谁如我与公|露坐绳床天不尽|绝胜帘雨栋云中,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}",次韵曾仲躬侍郎同登伏龟楼二绝,
3468,王安石,文成五利老纷纷|方丈蓬莱但可闻|万里出师求宝马|飘然空有意凌云,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",文成,
3469,宋褧,寳马珠衣乐事深|只宜晴景不宜阴|西僧解禁连朝雨|清晓传宣趣赐金,元,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",诈马宴（上京作）,
3470,元好问,万里承平一梦间|风流人物与江山|眼明今日题诗处|却见明昌玉笋班,元,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '4', 'line4': '4'}",王子端内翰山水同屏山赋二诗,
3471,刘克庄,菰甘因辍送|荔熟亦均分|食指真欺我|脾神不似君,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",仓部弟生日五绝,
3472,陆游,白首仍多病|青灯独掩扉|云低闻雁过|雨急待儿归,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",夜坐,
3473,朱淑真,每对春风竞吐芳|胭脂颜色更浓妆|含羞自是不言者|从此成蹊入醉乡,宋,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '5'}",桃花,
3474,张耒,苕霅清秋水底天|夜帆灯火客高眠|江东可但鲈鱼美|一看溪山直万钱,宋,"{'holistic': '4', 'line1': '4', 'line2': '2', 'line3': '4', 'line4': '4'}",霅溪道至四安镇,
3475,释了元,此身何补一毫芒|三辱清时政事堂|病骨未为山下土|尚寻遗墨话存亡,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '1', 'line4': '2'}",题江干初雪图,
3476,文天祥,平野入青徐|桑柘叶如雨|信美无与适|沉思情延伫,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '4'}",北行第九十三,
3477,张萱,紫气嶙峋鳄渚边|况逢梅柳正争妍|延禧骈祉春长在|寿似冈陵福似川,明,"{'holistic': '5', 'line1': '3', 'line2': '4', 'line3': '5', 'line4': '5'}",福寿图九咏代九邑令公寿鲍瞻鲁同府,
3478,张元干,东坡喜雨事如此|吾舅名亭思不羣|不问两歧何许秀|且看十顷卷黄云,宋,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '3'}",麦秋亭,
3479,夏竦,缇室葭灰飞律管|凤闱春色动年芳|仙源积庆诚无际|永戴宸慈袭美祥,宋,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '4', 'line4': '5'}",寿春郡王阁春帖子,
3480,范成大,大面峰头六月寒|神灯收罢晓云班|浮空忽涌三银阙|云是西天雪岭山,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",最高峰望雪山,
